name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"hofmannsthal-der-schwierige","ger000364","Q200657","Hofmannsthal","0","Der Schwierige","Lustspiel in drei Akten","Comedy","http://www.textgridrep.org/textgrid:qd6w.0","","","","","1920","18","false","0.7404897571564238","0.39215686274509803","1.6862745098039216","hans_karl|crescence","6.666666666666667","3","","1921","1920","13","18","7","11","0","0","1","60","1917","48","3","3","48","29644","29167","2513","1280","0"
"hofmannsthal-der-tod-des-tizian","ger000127","Q1197448","Hofmannsthal","0","Der Tod des Tizian","Ein dramatisches Fragment","","http://www.textgridrep.org/textgrid:qdhd.0","","","","","1901","9","false","0.8888888888888888","0.7777777777777778","1","several characters","6.222222222222222","1","","1901","1901","7","9","1","8","0","0","2","28","1892","2","2","1","0","3042","2727","745","0","324"
"hofmannsthal-der-tor-und-der-tod","ger000079","Q1197570","Hofmannsthal","0","Der Tor und der Tod","","","http://www.textgridrep.org/textgrid:qd27.0","","","","","1894","6","false","1","1","1","several characters","5","1","","1898","1894","5","6","2","3","1","0","1","15","1893","1","2","1","0","4185","4060","495","0","554"
"hofmannsthal-der-turm","ger000387","Q1197640","Hofmannsthal","0","Der Turm","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:qdj2.0","","","","","1924","97","false","0.9532155290880571","0.31507731958762886","1.698668384879725","julian","30.24742268041237","3","","1928","1924","92","97","4","90","3","8","1","1467","1921/1924","7","2","5","4","36106","35524","7293","1168","0"
"hofmannsthal-der-unbestechliche","ger000386","Q1197676","Hofmannsthal","0","Der Unbestechliche","Lustspiel in fünf Akten","Comedy","http://www.textgridrep.org/textgrid:qd46.0","","","","","1923","13","false","0.7606449106449106","0.6282051282051282","1.3717948717948718","baronin","7.538461538461538","2","","1923","1924","12","13","7","6","0","0","1","49","1923","39","4","5","39","18589","17779","3327","725","0"
"hofmannsthal-die-frau-im-fenster","ger000237","Q55118676","Hofmannsthal","0","Die Frau im Fenster","","","http://www.textgridrep.org/textgrid:qdmw.0","","","","","1898","4","false","0.75","0.5","1","amme|dianora|braccio","1.5","1","","1898","1898","2","4","2","2","0","0","2","3","1897","2","0","1","0","8280","7923","1335","66","844"
"hofmannsthal-die-frau-ohne-schatten","ger000012","Q1143019","Hofmannsthal","0","Die Frau ohne Schatten","Oper in drei Akten","","http://www.textgridrep.org/textgrid:qdcq.0","","","","","1919","24","true","0.8935987448859303","0.677536231884058","1.3224637681159421","several characters","15.583333333333334","2","","1919","1919","23","24","4","9","11","9","1","187","1911/1915","3","18","3","0","12151","11963","3702","0","1929"
"hofmannsthal-elektra","ger000375","Q731927","Hofmannsthal","0","Elektra","Tragödie in einem Aufzug frei nach Sophokles","Tragedy","http://www.textgridrep.org/textgrid:qd2g.0","","","","","1903","18","false","1","1","1","several characters","17","1","","1903","1904","17","18","12","6","0","1","1","153","1903","1","28","1","0","11258","11193","1492","0","1459"
"hofmannsthal-jedermann","ger000159","Q16632333","Hofmannsthal","0","Jedermann","Das Spiel vom Sterben des reichen Mannes","","http://www.textgridrep.org/textgrid:qdnz.0","S. Fischer","Frankfurt am Main","1979","64","1911","43","false","1","1","1","several characters","42","1","1911-11-01","1911","1911","42","43","11","26","6","1","1","903","1903/1911","1","6","1","0","12382","12322","876","0","1792"
"hofmannsthal-oedipus-und-die-sphinx","ger000300","Q293984","Hofmannsthal","0","Ödipus und die Sphinx","Tragödie in drei Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:qdm9.0","","","","","1906","34","false","0.9788106448112842","0.5811051693404634","1.4188948306595366","oedipus","19.176470588235293","2","","1906","1906","33","34","4","28","2","6","1","326","1904/1905","3","1","3","0","22869","22646","2357","0","3090"
"holtei-die-kalkbrenner","ger000331","Q56255253","Holtei","0","Die Kalkbrenner","Liederposse in einem Akt","Comedy","http://www.textgridrep.org/textgrid:qfxj.0","","","","","1825","8","false","0.8392857142857143","0.7857142857142857","1.2142857142857142","kotzeluch","5.5","2","","1825","1828","7","8","2","6","0","1","1","22","","11","0","0","11","6894","6368","465","197","148"
"holtei-ein-trauerspiel-in-berlin","ger000289","Q56255245","Holtei","0","Ein Trauerspiel in Berlin","Bürgerliches Drama in drei Akten","Tragedy","http://www.textgridrep.org/textgrid:qfxf.0","Trewendt","Breslau","1867","98","1832","18","false","0.8269505186171853","0.5359477124183006","1.4901960784313726","doerthe","9.11111111111111","3","1832-03-24","1832","1838","15","18","4","13","1","1","1","82","","40","0","3","40","19357","18186","2217","734","0"
"holz-ignorabimus","ger000390","Q51400411","Holz","0","Ignorabimus","Tragödie","Tragedy","http://www.textgridrep.org/textgrid:qh44.0","","","","","1914","7","false","1","1","1","several characters","6","1","","1927","1914","6","7","1","4","2","0","1","21","","5","0","5","0","105636","104107","48850","3857","0"
"holz-jerschke-traumulus","ger000399","Q56254577","Holz","1","Traumulus","Tragische Komödie","Tragicomedy","http://www.textgridrep.org/textgrid:qh0j.0","","","","","1904","27","false","0.8403898786939722","0.4301994301994302","1.6894586894586894","zedlitz","11.185185185185185","3","","1904","1904","20","27","3","24","0","2","1","151","","5","0","5","0","20357","19783","3259","923","29"
"holz-schlaf-die-familie-selicke","ger000223","Q1212316","Holz","1","Die Familie Selicke","Drama in drei Aufzügen","","http://www.textgridrep.org/textgrid:qggj.0","","","","","1890","8","false","1","1","1","several characters","7","1","","1890","1890","7","8","3","5","0","0","1","28","","3","2","3","0","18971","18524","5511","801","2"
"holz-sonnenfinsternis","ger000174","Q56254816","Holz","0","Sonnenfinsternis","Tragödie","Tragedy","http://www.textgridrep.org/textgrid:qhpn.0","","","","","1908","6","false","0.9333333333333332","0.9333333333333333","1.0666666666666667","several characters","4.666666666666667","2","","1913","1908","5","6","1","5","0","0","1","14","","5","0","5","0","56769","55593","25781","2101","0"
"holz-sozialaristokraten","ger000051","Q2305239","Holz","0","Sozialaristokraten","Komödie","Comedy","http://www.textgridrep.org/textgrid:qhwd.0","","","","","1896","16","false","0.8814178876678876","0.7333333333333333","1.2666666666666666","several characters","11","2","","1897","1896","15","16","4","12","0","0","1","88","","5","1","5","0","23309","22665","5009","877","10"
"horvath-geschichten-aus-dem-wiener-wald","ger000522","Q11247830","Horváth","0","Geschichten aus dem Wiener Wald","Volksstück in drei Teilen","","http://hdl.handle.net/11471/541.10.5405","","","","","1931","26","false","0.8080787489032981","0.44","1.593846153846154","marianne","11","3","","1931","1931","24","26","12","14","0","0","1","143","1930/1931","15","7","0","15","21102","19749","4416","1293","90"
"horvath-kasimir-und-karoline","ger000467","Q1734967","Horváth","0","Kasimir und Karoline","Volksstück","","https://www.projekt-gutenberg.org/horvath/kasimir/index.html","","","","","1932","17","false","0.6389865036923861","0.34558823529411764","1.8583333333333334","kasimir|karoline","5.529411764705882","4","","1932","1932","11","17","7","9","1","1","2","47","1931/1932","117","3","0","117","11943","10255","2623","754","73"
"houwald-die-freistatt","ger000519","Q104552092","Houwald","0","Die Freistatt","Ein tragisches Bild in einem Acte","Comedy","https://books.google.com/books?id=a51JAAAAMAAJ&pg=PA1","Göschen","Leipzig","1825","44","1819","4","false","0.5833333333333334","0.6666666666666666","1.3333333333333333","conrad","2","2","","1819","1819","3","4","1","3","0","0","1","4","1817","7","1","0","7","4731","4602","513","0","572"
"huber-die-torte","ger000627","Q120411019","Huber","0","Die Torte","Ein Lustspiel für Kinder in einem Aufzuge","Comedy","https://books.google.com/books?id=unMgNxNwgYEC&printsec=frontcover","","Frankfurt und Leipzig","1786","22","1786","9","false","0.9523809523809523","0.8333333333333334","1.1666666666666667","fritz|karl","6.666666666666667","2","","","1786","8","9","3","6","0","0","1","30","","10","0","0","10","2084","1925","225","73","0"
"iffland-das-erbtheil-des-vaters","ger000015","Q51394607","Iffland","0","Das Erbtheil des Vaters","Ein Schauspiel in vier Aufzügen","","http://www.textgridrep.org/textgrid:qkmh.0","","","","","1802","15","false","0.8597254597254597","0.6857142857142857","1.3428571428571427","delomer|dominique_sohn","9.6","3","","","1802","13","15","2","11","2","2","1","72","","50","0","4","50","24567","24009","2194","1559","0"
"iffland-das-gewissen","ger000732","Q133374450","Iffland","0","Das Gewissen","Ein bürgerliches Trauerspiel in fünf Aufzügen","Tragedy","https://books.google.com/books?id=DzaAhbWVGJAC&printsec=frontcover","Göschen","Leipzig","1799","158","1796","10","false","0.9055555555555556","0.8888888888888888","1.1111111111111112","several characters","8","2","1796-12-09","1796","1799","9","10","3","7","0","0","1","40","","58","0","5","58","24457","23883","1974","1395","0"
"iffland-der-spieler","ger000303","Q51394875","Iffland","0","Der Spieler","Ein Schauspiel in fünf Aufzügen","","http://www.textgridrep.org/textgrid:qkn4.0","","","","","1796","20","false","0.81174571343689","0.4789473684210526","1.5315789473684212","herr_von_wallenfeld","9.1","3","","1796","1796","17","20","1","19","0","0","1","91","","66","0","5","66","24724","24069","2572","1506","0"
"iffland-die-jaeger","ger000156","Q51394974","Iffland","0","Die Jäger","Ein ländliches Sittengemälde in fünf Aufzügen","","http://www.textgridrep.org/textgrid:qkmq.0","","","","","1785","18","false","0.825525092191759","0.46405228758169936","1.673202614379085","anton","7.888888888888889","3","","1785","1785","12","18","5","12","1","1","1","71","","70","0","5","70","27421","26574","2076","1562","19"
"iffland-figaro-in-deutschland","ger000434","Q51395031","Iffland","0","Figaro in Deutschland","Ein Lustspiel in fünf Aufzügen","Comedy","http://www.textgridrep.org/textgrid:qkmw.0","","","","","1790","17","false","0.8514847897200838","0.6691176470588235","1.3308823529411764","baronesse|figaro|hyazinth","10.705882352941176","2","","","1790","15","17","2","14","1","1","1","91","","95","0","5","95","31210","29625","3234","2024","0"
"iffland-liebe-und-wille","ger000587","Q112947415","Iffland","0","Liebe und Wille","Ein ländliches Gespräch in einer Handlung","","https://de.wikisource.org/wiki/Liebe_und_Wille","Klang","Wien","1843","16","1814","12","false","0.9727272727272728","0.9696969696969697","1.0303030303030303","several characters","10.666666666666666","2","1814-01-09","1814","1814","11","12","3","7","2","2","1","64","","6","0","0","6","3228","3114","130","160","0"
"iffland-verbrechen-aus-ehrsucht","ger000235","Q51395085","Iffland","0","Verbrechen aus Ehrsucht","Ein Familiengemälde in fünf Aufzügen","","http://www.textgridrep.org/textgrid:qkmx.0","","","","","1784","16","false","0.6959890803640804","0.4083333333333333","1.6416666666666666","ruhberg_der_sohn","6.125","3","1784-03-09","1784","1784","13","16","4","12","0","0","1","49","","56","0","5","56","21710","21217","1735","1182","0"
"immermann-andreas-hofer","ger000312","Q51529607","Immermann","0","Andreas Hofer, der Sandwirt von Passeier","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:qkq1.0","","","","","1835","39","false","0.7944855466594597","0.13900134952766532","2.251184834123223","andreas_hofer","5.282051282051282","4","","1835","1865","23","39","4","30","5","5","2","103","1826/1833","33","0","5","33","18121","17709","1026","220","1956"
"immermann-das-gericht-von-st-petersburg","ger000465","Q56440768","Immermann","0","Das Gericht von St. Petersburg","Tragödie","Tragedy","http://www.textgridrep.org/textgrid:qkp7.0","","","","","1832","39","false","0.7862692364395151","0.23481781376518218","2.1713900134952766","peter","8.923076923076923","5","","1835","1832","26","39","4","35","0","8","1","174","","33","0","5","33","20320","19752","1607","157","2456"
"immermann-die-bojaren","ger000463","Q56440749","Immermann","0","Die Bojaren","Schauspiel","","http://www.textgridrep.org/textgrid:qknj.0","","","","","1832","59","false","0.8273894579765168","0.1852717708942139","2.4149620105201635","glebof","10.745762711864407","5","","1835","1832","32","59","3","54","2","5","1","317","","35","0","5","35","17926","17407","1547","50","2481"
"immermann-eudoxia","ger000167","Q56440600","Immermann","0","Eudoxia","Ein Epilog","","http://www.textgridrep.org/textgrid:qkps.0","","","","","1832","12","false","0.9242424242424242","0.6212121212121212","1.378787878787879","peter|gordon","6.833333333333333","2","","1835","1832","11","12","2","8","2","2","1","41","","2","0","0","2","7052","7015","246","0","913"
"immermann-merlin","ger000004","Q56440735","Immermann","0","Merlin","Eine Mythe","","http://www.textgridrep.org/textgrid:qkp2.0","","","","","1832","28","false","0.7520269413126555","0.2619047619047619","2.267195767195767","artus","7.071428571428571","4","","","1832","14","28","4","22","2","4","1","99","1831/1832","19","0","0","1","22864","21686","885","7","3265"
"kaffka-der-transport","ger000589","Q112960912","Kaffka","0","Der Transport","Ein Lustspiel in einem Aufzuge","Comedy","https://books.google.com/books?id=rM9UAAAAcAAJ&printsec=frontcover","","","","","1777","10","false","0.9301587301587302","0.9111111111111111","1.0888888888888888","several characters","8.2","2","","","1777","9","10","2","8","0","0","1","41","","19","0","0","19","8705","8486","889","308","11"
"kafka-der-gruftwaechter","ger000566","Q204780","Kafka","0","Der Gruftwächter","","","http://www.kafka.org/index.php?gruftwaechter","S. Fischer","Frankfurt/M.","1993","14","1917","3","false","1","1","1","fuerst|kammerherr|waechter","2","1","","1950","1936","2","3","0","3","0","0","1","3","1916/1917","1","3","1","0","1779","1710","214","103","0"
"kaiser-die-industrie-ausstellung","ger000596","Q115644573","Kaiser","0","Die Industrie-Ausstellung","Volksstück mit Gesang in zwei Acten","Comedy","https://books.google.com/books?id=7L04AQAAMAAJ&printsec=frontcover","Pichler","Wien","1846","150","1845","31","false","0.8837266675976353","0.2903225806451613","1.5108225108225108","several characters","8.709677419354838","3","1845-08-01","1845","1846","12","31","6","25","0","1","2","135","","41","0","2","41","29022","28296","3499","894","281"
"kaiser-die-koralle","ger000545","Q108266338","Kaiser","0","Die Koralle","Schauspiel in fünf Akten","","https://www.gutenberg.org/ebooks/63038","","","","","1917","18","false","0.8433825615198164","0.46405228758169936","1.5359477124183007","milliardaer","7.888888888888889","2","","1917","1917","17","18","4","14","0","0","1","71","","5","0","5","0","15503","14710","2354","883","0"
"kaiser-die-schule-des-armen","ger000093","Q56255237","Kaiser","0","Die Schule des Armen oder Zwei Millionen","Original-Charakterbild mit Gesang in vier Akten","","http://www.textgridrep.org/textgrid:qn26.0","","","","","1847","33","false","0.8842856396670399","0.2556818181818182","1.7878787878787878","christoph","8.181818181818182","3","","1847","1848","30","33","4","28","1","4","1","135","","41","0","4","41","21939","21189","2766","828","162"
"kaiser-stadt-und-land","ger000021","Q56255241","Kaiser","0","Stadt und Land oder Der Viehhändler aus Oberösterreich","Posse mit Gesang in drei Aufzügen","Comedy","http://www.textgridrep.org/textgrid:qn29.0","","","","","1844","15","false","0.8938476338476337","0.6952380952380952","1.3047619047619048","sebastian","9.733333333333333","2","","1844","1845","14","15","4","11","0","0","1","73","","38","0","3","38","16976","16365","2259","842","110"
"kaltneker-das-bergwerk","ger000403","Q56254541","Kaltneker","0","Das Bergwerk","Ein Drama in drei Akten","","http://www.textgridrep.org/textgrid:qn30.0","","","","","1921","56","false","0.9801063924633718","0.4461038961038961","1.1101036269430051","several characters","24.535714285714285","2","","1923","1921","31","56","12","40","4","5","2","687","1918","5","0","3","0","12081","11649","2037","684","36"
"kaltneker-die-opferung","ger000180","Q51405035","Kaltneker","0","Die Opferung","Eine Tragödie in vier Akten","Tragedy","http://www.textgridrep.org/textgrid:qn2w.0","","","","","1922","40","false","0.9622232504337769","0.41410256410256413","1.5858974358974358","der_prinz","16.15","2","","1922","1925","39","40","5","33","2","3","1","323","1918","4","0","4","0","16315","15743","2643","463","419"
"kannengiesser-die-vierbeinigten-philosophen","ger000543","Q107822636","Kannengießer","0","Die vierbeinigten Philosophen","Ein Trauerspiel in einem Act","","https://de.wikisource.org/wiki/Die_vierbeinigten_Philosophen","","","","","1802","12","false","0.8407106782106782","0.4090909090909091","1.5909090909090908","herr_von_albern","4.5","2","","","1802","11","12","0","8","4","0","1","27","","11","1","0","11","2850","2714","311","86","2"
"kind-der-freischuetz","ger000405","Q156435","Kind","0","Der Freischütz","Romantische Oper in drei Aufzügen","","http://www.textgridrep.org/textgrid:qx5q.0","","","","","1821","23","true","0.7673428529263768","0.383399209486166","1.774703557312253","max|kaspar","8.434782608695652","4","","1821","","19","23","6","12","5","9","1","97","","20","38","3","20","11301","10571","2774","295","608"
"klabund-der-kreidekreis","ger000070","Q16061494","Klabund","0","Der Kreidekreis","Spiel in fünf Akten nach dem Chinesischen","","http://www.textgridrep.org/textgrid:qxh9.0","","","","","1925","22","false","0.8774092069546615","0.4329004329004329","1.567099567099567","haitang|tschang-ling","9.090909090909092","2","","1925","1925","21","22","4","18","0","2","1","100","","5","1","5","0","18584","18306","1339","565","303"
"klabund-xyz","ger000533","Q106082380","Klabund","0","XYZ","Spiel zu dreien in drei Akten","Comedy","http://www.textgridrep.org/textgrid:qz9g.0","","","","","1927","6","false","0.8666666666666667","0.7333333333333333","1.2666666666666666","y|x","3.6666666666666665","2","","1927","1928","5","6","1","3","2","0","1","11","1927","3","0","3","0","14073","13759","1756","1130","0"
"kleist-amphitryon","ger000437","Q475044","Kleist","0","Amphitryon","Ein Lustspiel nach Molière","Comedy","http://www.textgridrep.org/textgrid:r0jz.0","Aufbau-Verlag","Berlin und Weimar","1978","82","1807","15","false","0.9183927183927185","0.7523809523809524","1.2476190476190476","sosias|amphitryon","10.533333333333333","2","1899-04-08","1899","1807","14","15","2","12","1","3","1","79","1803/1807","22","2","3","22","18226","18050","363","0","2598"
"kleist-das-kaethchen-von-heilbronn","ger000208","Q316826","Kleist","0","Das Käthchen von Heilbronn oder die Feuerprobe","Ein großes historisches Ritterschauspiel","","http://www.textgridrep.org/textgrid:r0gb.0","Aufbau-Verlag","Berlin und Weimar","1978","117","1810","61","false","0.8337145605575068","0.16830601092896175","2.0107344632768362","der_graf_vom_strahl","10.098360655737705","3","1810-03-17","1810","1810","46","61","8","43","10","13","2","308","1807/1808","53","6","5","53","26026","24962","2703","447","1600"
"kleist-der-zerbrochene-krug","ger000363","Q486602","Kleist","0","Der zerbrochne Krug","Ein Lustspiel","Comedy","http://www.textgridrep.org/textgrid:r0sb.0","Aufbau-Verlag","Berlin und Weimar","1978","75","1808","13","false","0.8383116883116883","0.6410256410256411","1.358974358974359","adam|licht|walter","7.6923076923076925","2","1808-03-02","1808","1811","11","13","5","7","1","1","1","50","1803/1806","13","14","0","13","16601","16417","384","0","2395"
"kleist-die-familie-schroffenstein","ger000049","Q1212309","Kleist","0","Die Familie Schroffenstein","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r0px.0","Aufbau-Verlag","Berlin und Weimar","1978","113","1803","29","false","0.8662617703436303","0.42857142857142855","1.6009852216748768","eustache","12","3","1804-01-09","1804","1803","24","29","7","21","1","3","1","174","1802","13","3","5","13","23425","23027","1593","0","3513"
"kleist-die-hermannsschlacht","ger000078","Q615212","Kleist","0","Die Hermannsschlacht","Ein Drama","","http://www.textgridrep.org/textgrid:r0hz.0","Aufbau-Verlag","Berlin und Weimar","1978","111","1808","84","false","0.810206460394366","0.10986804360298336","2.5834767641996557","hermann","9.119047619047619","4","1860-10-18","1860","1821","44","84","7","70","7","11","1","383","1808","53","5","5","53","22129","21182","2201","0","2872"
"kleist-penthesilea","ger000152","Q451932","Kleist","0","Penthesilea","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:r0n2.0","Aufbau-Verlag","Berlin und Weimar","1978","116","1808","84","false","0.8931706439744059","0.14027538726333907","2.283132530120482","prothoe","11.642857142857142","5","1876-04-25","1876","1808","55","84","61","22","1","15","1","489","1806/1807","24","7","0","24","24819","24478","1736","0","3491"
"kleist-prinz-friedrich-von-homburg","ger000362","Q366146","Kleist","0","Prinz Friedrich von Homburg","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r10b.0","Aufbau-Verlag","Berlin und Weimar","1978","91","1810","43","false","0.836574003614579","0.22259136212624583","1.8582375478927202","der_prinz_von_homburg","9.348837209302326","3","1821-10-03","1821","1821","31","43","6","35","2","6","2","201","1809/1810","36","7","5","36","18572","17631","2920","0","2118"
"kleist-robert-guiskard","ger000745","Q26262785","Kleist","0","Robert Guiskard, Herzog der Normänner","[Fragment aus dem Trauerspiel]","Tragedy","http://www.textgridrep.org/textgrid:r0vx.0","Aufbau-Verlag","Berlin und Weimar","1978","22","1808","24","false","0.872164294039294","0.34057971014492755","1.6284584980237153","der_greis","7.833333333333333","2","1901-04-06","1901","1808","22","24","2","20","2","2","2","94","1802/1808","10","1","0","10","4597","4414","344","0","565"
"kleist-seneka","ger000756","Q137710523","Kleist","0","Seneka","Ein Traurspiel","Tragedy","http://www.textgridrep.org/textgrid:r08t.0","Reclam","Stuttgart","1971","19","1758","8","false","0.65","0.42857142857142855","1.25","polybius|seneka","3","2","","","1758","5","8","1","7","0","0","2","12","1757/1758","8","0","2","9","4545","4295","96","52","0"
"klemm-der-auf-den-parnass-versetzte-gruene-hut","ger000330","Q55006545","Klemm","0","Der auf den Parnaß versetzte grüne Hut","Ein Lustspiel in drey Aufzügen","Comedy","http://www.textgridrep.org/textgrid:r11m.0","","","","","1767","7","false","1","1","1","several characters","6","1","","1767","1767","6","7","2","5","0","0","1","21","1767","36","0","3","36","12592","12304","265","614","6"
"klemm-der-besuch","ger000577","Q112654763","Klemm","0","Der Besuch","Ein Lustspiel in einem Aufzuge","Comedy","https://de.wikisource.org/wiki/Der_Besuch_(Klemm)","Schulz","Wien","1765","16","1765","7","false","0.6285714285714287","0.5714285714285714","1.4285714285714286","celimene","3.4285714285714284","2","","","1765","6","7","4","3","0","0","1","12","","9","0","0","9","3376","3307","64","151","0"
"klingemann-faust","ger000110","Q55006790","Klingemann","0","Faust","Ein Trauerspiel in fünf Acten","Tragedy","http://www.textgridrep.org/textgrid:r121.0","","","","","1812","20","false","0.743970588235294","0.2631578947368421","1.7894736842105263","faust","5","3","","1812","1815","18","20","2","15","3","3","1","50","","43","0","5","43","19631","18537","4580","0","2369"
"klinger-das-leidende-weib","ger000497","Q95579878","Klinger","0","Das leidende Weib","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:r135.0","Winkler","München","1971","51","1775","27","false","0.6931264209041985","0.2564102564102564","2.1623931623931623","franz","6.666666666666667","4","","","1775","13","27","9","16","2","1","1","90","","33","0","5","33","16076","15789","444","732","8"
"klinger-die-neue-arria","ger000103","Q56422542","Klinger","0","Die neue Arria","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r134.0","Winkler","München","1971","71","1776","19","false","0.792785284890548","0.3508771929824561","1.7836257309941521","julio|solina","6.315789473684211","3","","","1776","13","19","6","13","0","0","1","60","1775","17","0","5","17","23726","23512","744","811","48"
"klinger-die-zwillinge","ger000190","Q1217801","Klinger","0","Die Zwillinge","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r12v.0","Winkler","München","1971","54","1776","8","false","0.875","0.75","1.25","grimaldi","5.25","2","","1776","1776","7","8","2","5","1","1","1","21","","21","3","5","21","17733","17498","462","637","16"
"klinger-prinz-seiden-wurm-der-reformator","ger000498","Q95588022","Klinger","0","Prinz Seiden-Wurm der Reformator oder die Kron-Kompetenten","Ein moralisches Drama aus dem fünften Theil des Orpheus","","http://www.textgridrep.org/textgrid:r12n.0","","","","","1780","34","false","0.880546397187264","0.4206773618538324","1.910873440285205","prinz_seiden-wurm|minister_bim","13.882352941176471","4","","","1780","22","34","4","26","4","7","1","236","1779","34","0","5","32","14127","13614","900","393","91"
"klinger-simsone-grisaldo","ger000443","Q56422563","Klinger","0","Simsone Grisaldo","Ein Schauspiel in fünf Akten","","http://www.textgridrep.org/textgrid:r13g.0","Winkler","München","1971","81","1776","20","false","0.8235067954920897","0.49473684210526314","1.5421052631578946","grisaldo","9.4","3","","","1776","18","20","4","16","0","1","1","94","","16","0","5","16","26778","26499","1049","917","10"
"klinger-sturm-und-drang","ger000053","Q1768388","Klinger","0","Sturm und Drang","Ein Schauspiel","","http://www.textgridrep.org/textgrid:r12k.0","Winkler","München","1971","56","1777","13","false","0.7814130314130315","0.6410256410256411","1.3974358974358974","wild","7.6923076923076925","3","1777-04-01","1777","1777","11","13","5","8","0","0","1","50","1776","37","6","5","37","17747","17417","923","782","0"
"klopstock-der-tod-abels","ger000722","Q130634521","Klopstock","0","Der Tod Abels","Ein Trauerspiel","Tragedy","https://books.google.com/books?id=Y8A6AAAAcAAJ&pg=PA147","Göschen","Leipzig","1823","30","1759","5","false","0.8666666666666666","0.8","1.2","abel|eva","3.2","2","","","1759","4","5","2","3","0","0","1","8","","17","0","3","17","3310","3138","233","113","0"
"klopstock-der-tod-adams","ger000013","Q22809001","Klopstock","0","Der Tod Adams","Ein Trauerspiel","Tragedy","http://www.textgridrep.org/textgrid:r1zm.0","","","","","1757","11","false","0.9393939393939393","0.7272727272727273","1.2727272727272727","adam|seth","7.2727272727272725","2","","","1757","10","11","5","5","1","0","1","40","1753/1756","20","0","3","20","7100","6126","251","186","0"
"klopstock-hermanns-schlacht","ger000345","Q56447366","Klopstock","0","Hermanns Schlacht","Ein Bardiet für die Schaubühne","","http://www.textgridrep.org/textgrid:r1hd.0","","","","","1769","53","false","0.8884058165079888","0.3113207547169811","1.6944847605224964","brenno","16.18867924528302","3","","","1769","51","53","6","47","0","3","1","429","1766/1767","14","0","0","14","23253","22345","1093","695","650"
"kobell-der-roaga","ger000290","Q56447413","Kobell","0","Der Roaga [Reiher]","","","http://www.textgridrep.org/textgrid:r22j.0","","","","","1847","4","false","1","1","1","several characters","3","1","","1847","1868","3","4","1","3","0","0","1","6","1847","5","0","0","5","3775","3683","484","90","158"
"koch-die-maennerfeindin","ger000680","Q124657244","Koch","0","Die Männerfeindin","Schauspiel in einem Aufzuge","","https://books.google.com/books?id=ZE5WAAAAcAAJ&pg=RA1-PA1","Kratzsch","Hamburg","1803","71","1803","7","false","0.9238095238095239","0.9047619047619048","1.0952380952380953","several characters","5.428571428571429","2","","","1803","6","7","4","3","0","0","1","19","","12","0","1","12","8514","8340","512","424","0"
"koerner-die-blumen","ger000688","Q123335315","Körner","0","Die Blumen","Ein Spiel in Versen","","https://www.projekt-gutenberg.org/koerner/dramfrag/chap005.html","Hempel","Berlin","1879","6","1811","2","false","0","1","1","lilla|rosa","1","1","","","","1","2","2","0","0","0","1","1","1811","1","0","0","1","1401","1298","49","0","240"
"koerner-die-braut","ger000520","Q104585885","Körner","0","Die Braut","Ein Lustspiel in Alexandrinern, in einem Aufzuge","Comedy","https://www.projekt-gutenberg.org/koerner/braut/index.html","","","","","1812","3","false","0","0.6666666666666666","1.3333333333333333","sohn","1.3333333333333333","2","","1812","1813","2","3","1","2","0","0","1","2","1811","9","0","0","9","5056","4876","207","0","519"
"koerner-zriny","ger000346","Q42197855","Körner","0","Zriny","Ein Trauerspiel in fünf Aufzügen","Tragedy","http://www.textgridrep.org/textgrid:r23w.0","","","","","1812","22","false","0.797830956921866","0.31601731601731603","2.051948051948052","zriny","6.636363636363637","4","","1812","1814","14","22","2","19","1","4","1","73","1812","50","0","5","50","20898","20211","794","0","2857"
"koller-der-zauberstein","ger000574","Q111592520","Koller","0","Der Zauberstein","Eine Posse in einem Aufzuge. Vierte Fortsetzung der beiden Billets","Comedy","https://de.wikisource.org/wiki/Der_Zauberstein","Blothe","Osnabrück","1804","50","1804","4","false","0.5833333333333333","0.6666666666666666","1.3333333333333333","goerge","2","2","","","1804","3","4","1","3","0","0","1","4","","15","0","0","15","5467","5304","302","409","0"
